1.75,0.8,-1.5707963267949,0.0
2.36566827212522,1.2,,
3.07711845273931,1.4,-1.5707963267949,
3.81095725466586,1.65,,
4.52278371462974,1.92606110776641,0.0,0.6
5.04430689343769,2.24900285972306,,0.6
5.37627934978928,2.65557269717038,,0.6
5.4,3.25,0.0,0.6
5.4,3.5,,
5.4,3.75,,
5.4,4.0,,
5.4,4.25,,
5.4,4.5,,
5.4,4.75,,
5.4,5.0,,
5.4,5.25,,
5.4,5.5,,
5.4,5.75,,
5.4,6.0,,
5.4,6.25,,
5.4,6.5,,
5.4,6.75,,
5.4,7.0,,
5.4,7.25,,
5.4,7.5,,
5.4,7.75,,
5.4,8.0,,
5.4,8.25,,
5.4,8.5,,
5.4,8.75,,
5.4,9.0,,1.0
5.4,9.25,0.0,1.0
5.15022953040337,9.86442655027092,,1.0
4.48158112582781,10.3,,1.0
3.84943181818181,10.5932796508128,,
3.2151715833835,10.8791578868152,,
2.5,11.0,,0.4
2.0,11.0,,0.2
1.5,11.0,0.0,0.0
